text_clean,sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
lol trending on global 1 unbelievable ,1,7,1,41,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18th june 2025,1,3,0,18,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who is in 2025,0,4,3,14,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who is after instagram reels,0,5,3,28,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this song is copied the og song of this is pori tu ek number listen it on 1.5x speed the music is also the same,0,25,12,113,3,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
239 perfect move.,1,3,0,18,2,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
amizing song bro,1,3,0,17,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"everything, literally everything about this video song is absolutely perfect. the script? top notch... the lyrics? top notch... the music? top notch... the cinematography? top notch... the choreography? top notch... the rap? top notch... outstanding bro ",1,37,9,256,26,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.2413793103448276,0.2413793103448276,0.0,0.3448275862068966,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896
anybody today ?,0,3,0,16,1,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
like tiktok official song ,0,5,0,27,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
love this song from somalia  ,1,7,2,32,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
ye to pocket fm me bhi h,0,7,2,24,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i love you biswjit ,1,5,2,20,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
nice bbe ,1,3,0,16,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh no wow,1,3,1,14,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17 june attention,0,3,0,17,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
intragram se real dekh ke aya,0,6,0,29,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
who hate this song ??,-1,5,2,21,2,0.0,0.0,1.0,0.0,8,2,6,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
mujhe aapka song nice,1,4,0,21,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ye ghana world ka sabse gatiya ghana hai isko ghane vala sabse ghatiya singer hai,0,15,0,81,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
come back rathod on top ,1,6,1,27,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
anyone today ,1,3,0,17,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who is watching this today? ,0,6,3,29,1,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"irony is this, this girl has no dimple  by the way niceeeeee isha malviya",1,15,6,79,1,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 to 20 june wale like kare ,0,8,1,30,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazing voice i like you bangladesh ,1,7,2,37,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kasak song,1,2,0,14,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fav song ,1,3,0,11,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999999999999025 mai kon kon sunn raha hain ,0,8,0,46,0,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1k subk complete   , thank you all friend",1,10,2,43,1,0.0,0.0,1.0,0.0,8,2,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
today 18th june 2025,1,4,0,21,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so beautiful ,1,3,1,15,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
beautiful  my favourite songs ,1,6,1,32,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
18 june mein kon kon aya hein.....?,-1,7,0,36,6,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is our jassu from udaariyaan,0,6,4,33,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 7 july ???,0,4,0,17,3,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kaun kaun sun raha hai,0,8,0,33,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
bhava tu marathitala sidhu moosewala ahes,0,6,0,41,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june kon aya hai sune,0,6,0,24,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 jun 2042 me kon sun raha hai,0,8,1,31,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
kon sun rela hai 2026 me,0,6,1,24,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
"i'm leaving this comment here so after a month or a year when someone likes it, i get reminded of this song",1,22,12,109,2,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ak name song,0,3,0,12,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daily song start morning with this song,0,7,2,39,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice song trending instagram reels ,1,6,0,41,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000000000!!!!??? ,1,2,0,23,8,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kon sun rhaa,1,6,0,27,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
now it is my favourite song ,1,7,4,31,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1st marathi song that i have heard in my life ,1,11,5,47,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheeran please acknowledge singer arijit singh in the title of this song. he is an outstanding singer just lije you,1,20,9,115,1,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.2
yes sir,1,2,0,7,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
sanju looks like munawar faruqi ,1,6,0,35,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kaun kaun sun raha hai,0,8,0,33,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
mi love nahi karat pan ye song today lavto,1,9,0,44,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
12.32 pm,0,2,0,8,1,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 jun ko kon kon dekh raha hai,0,8,0,31,0,0.0,0.0,1.0,0.0,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bhai log aj create kiya channel support ,1,8,0,41,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
225 og,0,2,0,7,1,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i like too much this song,1,6,3,27,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instead of isha malviya, ayesha khan should have been in it. she has more expressions to show ",1,18,9,95,2,0.0,0.0,1.0,0.0,6,2,6,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2025 june mein kn sun raha ha,0,7,0,29,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
"i'm purely kannadiga but l always listen to marathi songs, specially sanju rathod..songs, his swag is different cant control to listen up his each songs",1,25,9,152,5,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
baby come down come down,0,5,2,24,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
her voice is very dazzling ,1,6,3,28,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
girl's most favourite song ,1,5,1,32,1,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"whole world  trending song , take love from bangladesh ",1,11,1,57,1,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
cute isha,1,2,0,10,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
bahut jyada badhiya song sanju rathos,0,6,0,37,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i had never heared issy zada fzool song in the whole history,0,12,4,60,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kon sun raha,0,6,0,23,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
17 june ko koon koon sun raha hai,0,8,0,35,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
konkan 2025 mein sun raha hai,0,6,0,29,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
18 june kon kon sun raha he,0,7,1,27,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
who is listening today ,1,5,2,24,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon aj sunn r hai? ,1,7,0,25,1,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ekk number ,1,3,0,12,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kon kon sun rha hai,0,8,0,30,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
ye dakne me puri  tonny kakkar jise h,0,9,1,38,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june 2025 ??,0,4,0,17,2,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kon kon kam krte hue sun rha h song??? ,1,10,0,41,3,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
vibe ,1,2,0,7,0,0.0,0.0,1.0,0.0,6,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sigma song, og og ",0,5,0,21,1,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone come from ig,1,4,1,21,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kaun kaun sun rha h,0,8,0,30,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
nepali jati yata hajir hum ta sathy haru ,1,9,0,47,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay sevaalaal sanju dada ,0,5,0,26,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june ko kon sun raha hai ,0,8,0,30,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
18 june ko kun kun sun raha hai,0,8,0,31,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
खरच गण खप सदर आह म लगपठ 10-12 वळस ऐकल अभमन आह भव सज तझ,0,15,0,77,1,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarafin bas e song hi chal ta hai shorts me ,0,11,1,46,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whose are listening in 18 june 2025????,0,7,2,39,4,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june 2025 ko kon kon dekh raha hai,0,9,0,37,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice ,1,2,0,9,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viral in tiktok,0,3,1,15,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gays 0.85 per suno,0,4,0,18,1,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
give credit to alok d .. karma is watching you,0,10,4,46,2,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
june 182025 ,0,3,0,15,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abhishek bhai ki ex hai toh eyaa ,0,8,0,35,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"how beautiful, your dimple!",1,4,2,28,2,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
khobb chaan ,1,3,0,14,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global top music video,1,4,0,25,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666
here after comparision between ayesha and isha,0,7,4,47,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global top 1,0,3,0,12,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
this is my favorite song,1,5,3,29,0,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
2017 se hoon. abhi sun rahi hoon... glitch ke kaaran sayad ye wali time zone me sun rahi hoon. 2025 me sab thik he na??,0,25,3,119,7,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182
no.1 global top music marathi song,1,6,0,36,1,0.0,0.0,1.0,0.0,5,2,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666
who is listening today ,1,5,2,24,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanju dada mhanje 'trending song ' ha song pan hit hay,1,11,0,56,2,0.0,0.0,1.0,0.0,4,2,6,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
anyone is 2030 ,0,4,1,17,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love from bangladesh,1,3,1,20,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
18 june who are watching like please,0,7,2,36,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
song marathi dressed-up rajshthani,0,4,0,34,1,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nice ishu mam,1,3,0,13,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
who is after ayesha khan reel ,1,7,3,33,0,0.0,0.0,1.0,0.0,4,2,6,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
18 june attendance here ,0,5,1,28,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
global top -1,-1,3,0,18,1,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
no doubt song is very beautiful but you can make video good as well,1,14,7,67,0,0.0,0.0,1.0,0.0,4,2,6,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182
গন ট খব ভল ,1,5,0,35,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june wale log ,0,5,0,18,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any from cachar district asaam ,1,6,2,33,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june 2025 ko kon sun raha hai ,0,9,0,34,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
148 ,1,2,0,7,1,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone's now ,1,3,1,15,1,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aj kaun kaun sun raha hain ,1,7,0,29,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
this song is really good ,1,6,2,26,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
instagram se kon aya h,0,5,0,22,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro decided to give a blockbuster every year ,1,9,2,46,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
literally osum,1,2,0,16,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"divided by language, unite by ",0,6,2,31,1,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june 2025 ma kon kon sun rahe h ,-1,10,1,38,0,0.0,0.0,1.0,0.0,4,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
kaun kaun instragram se sunke aaya he yha,1,8,1,42,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaun kaun 18 june ko sun rha he ye song,0,10,1,40,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
jun 18??,0,2,0,8,2,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no daru no vulgarity only family song,0,7,3,37,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
awesome ,1,2,0,10,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29 july ko kon kon dekh rahe ho,0,8,0,32,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this sounds like esa falda,0,5,0,29,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
any one here,0,3,2,12,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anyone 18 june 2025...??,0,4,0,24,5,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very nice song ,1,4,1,19,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excellent song..good morning love from kolkata ,1,7,1,49,2,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0.3
parth ssc cgl job god take it take it,1,9,1,38,0,0.0,0.0,1.0,0.0,3,2,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
good song,1,2,0,12,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
you said shaky shaky ?all we heard is vibey vibey .......,0,11,3,60,8,0.0,0.0,1.0,0.0,3,2,6,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
killed ,0,2,0,9,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watching from nepal  hamare yaha tik tok par bohot trend hai yeh song,1,14,1,72,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18 june 2025 mein kon kon sun reha hai ,1,10,0,41,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
aashish sharma 830,1,3,0,20,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18june kaun kaun sunraha hai,0,5,0,28,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
song  video editing ,0,5,0,27,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236 button pressed ,0,4,0,23,1,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marathi ganyala view denar 100,0,5,0,31,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reels  song ,0,4,0,16,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ye gana relage hote he bawal macha diya ,1,9,1,45,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vibe tho h song main ,1,6,0,23,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
trending on tiktok ,0,4,1,21,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 june 2025 mai kon kon sun raha hai ,1,10,0,39,0,0.0,0.0,1.0,0.0,3,2,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
are yaar i don't no but i hate this kind of songs...bold is gold...bro,-1,14,9,70,7,0.0,0.0,1.0,0.0,3,2,6,0.1,0.1,0.0,0.1,0.0,0.3,0.1,0.1,0.1,0.1
